DRG,Bay,Central,Flint,Karmanos,Lansing,Lapeer,Macomb,Northern,Oakland,Port Huron
695,"$8,147 ","$17,554 ","$19,477 ","$17,259 ","$17,464 ",,"$27,081 ",,"$9,219 ",
696,"$12,756 ","$10,187 ","$15,102 ","$2,454 ","$16,985 ","$14,266 ","$11,908 ","$14,361 ","$5,948 ","$8,240 "
697,,,"$25,632 ",,,,,"$14,504 ",,
698,"$28,545 ","$15,917 ","$28,349 ","$26,837 ","$42,500 ","$25,514 ","$25,081 ","$25,433 ","$28,400 ","$26,322 "
699,"$13,728 ","$16,496 ","$15,248 ","$18,784 ","$25,406 ","$18,158 ","$17,117 ","$14,420 ","$12,088 ","$14,354 "
700,"$12,985 ",,"$16,013 ",,"$14,351 ","$14,353 ","$10,823 ","$8,192 ","$11,460 ","$11,985 "
707,"$54,004 ",,"$37,090 ","$35,069 ","$54,886 ","$34,765 ","$70,299 ",,,"$40,775 "
708,"$29,719 ",,"$32,793 ","$28,418 ","$48,828 ","$41,172 ","$55,960 ",,,"$38,169 "
709,"$27,548 ",,,,,,,"$22,527 ",,
710,,,,"$16,064 ","$7,061 ",,"$12,311 ",,,
711,,,"$19,192 ",,,,"$38,984 ",,,"$22,704 "
712,,,"$16,354 ",,,,"$18,120 ","$5,377 ",,
713,"$24,948 ",,"$28,967 ",,"$15,192 ","$15,605 ","$39,793 ","$20,370 ",,"$34,478 "
714,"$23,288 ",,"$14,843 ",,,,,"$13,958 ",,
715,"$36,478 ",,,"$15,539 ",,"$45,596 ","$76,660 ","$23,788 ",,
716,,,"$29,088 ","$20,245 ",,,,,,"$24,445 "
717,,,,"$29,096 ",,"$19,974 ",,"$29,131 ",,
718,,,,"$24,517 ",,,,,,
722,,,"$6,609 ",,,"$31,844 ","$16,654 ","$16,665 ",,"$17,948 "
723,"$21,659 ",,"$19,958 ","$15,445 ",,,"$22,112 ","$7,737 ","$24,028 ","$25,410 "
724,,,,"$17,112 ","$6,125 ",,,,,
725,,,"$23,087 ",,,,,,"$5,599 ",
726,"$14,926 ",,"$20,746 ",,,"$12,718 ","$5,674 ","$10,139 ",,"$12,448 "
727,"$11,972 ","$30,032 ",,,,,"$21,481 ","$15,424 ",,
728,"$17,368 ","$9,535 ","$16,101 ",,"$18,679 ","$16,975 ","$10,149 ","$5,786 ","$17,804 ","$11,606 "
729,"$41,496 ",,"$15,518 ","$5,907 ",,,"$10,949 ","$26,899 ",,
730,,,$0 ,,,,,"$9,406 ",,"$10,587 "
734,"$42,266 ",,"$73,094 ","$37,370 ",,,,,,
735,"$27,074 ",,"$54,787 ","$30,513 ",,,"$27,899 ",,,
736,"$36,891 ",,"$117,203 ","$131,235 ",,"$111,474 ","$76,049 ",,,
737,"$38,961 ",,"$65,501 ","$44,190 ",,,"$46,578 ",,,
738,"$21,871 ",,"$46,538 ","$18,962 ",,,"$39,174 ",,,
739,,,"$140,333 ","$78,315 ",,,,,,
740,"$38,428 ",,"$62,490 ","$35,869 ","$30,419 ","$22,735 ","$40,242 ","$15,992 ",,
741,"$26,699 ",,"$53,225 ","$28,382 ",,"$20,106 ","$40,656 ","$14,611 ",,"$11,090 "
742,"$27,638 ","$29,149 ","$45,369 ","$41,763 ","$32,652 ","$22,099 ","$41,139 ","$17,138 ","$28,594 ","$19,831 "
743,"$18,867 ","$27,933 ","$28,776 ","$25,249 ","$22,200 ","$20,857 ","$30,675 ","$15,437 ","$21,731 ","$14,377 "
744,"$36,955 ",,"$46,635 ","$23,075 ","$26,976 ",,"$28,429 ","$23,748 ","$81,730 ","$10,425 "
745,,,"$28,508 ",,,,,,"$18,972 ",
746,"$44,149 ",,"$38,079 ","$99,235 ",,"$21,610 ","$31,789 ",,,
747,"$18,293 ",,"$32,014 ","$15,307 ",,,"$10,065 ",,"$22,194 ",
748,"$11,914 ","$30,833 ","$23,574 ",,"$57,735 ",,"$39,495 ",,,"$9,647 "
749,"$22,750 ","$19,829 ","$50,729 ","$33,634 ",,,"$56,857 ",,,"$20,341 "
750,,,"$55,915 ",,,,"$36,768 ",,,
753,,,,,,,,,,"$10,112 "
754,"$5,305 ",,"$34,503 ","$21,299 ","$18,314 ",,"$20,782 ","$39,018 ",,"$51,158 "
755,"$16,330 ","$12,878 ","$25,626 ","$8,901 ","$28,337 ",,"$17,277 ","$18,492 ","$16,572 ","$13,660 "
756,,,"$14,888 ",,,,,,,
757,,,"$20,555 ",,,,"$17,570 ",,,"$23,523 "
758,"$18,142 ",,"$12,679 ","$35,506 ","$14,059 ",,"$30,793 ",,,"$20,346 "
759,"$17,939 ","$4,678 ","$21,893 ",,"$14,897 ",,"$4,540 ","$33,547 ",,
760,"$9,863 ",,"$21,515 ",,"$10,794 ",,"$14,920 ",,,"$8,754 "
761,,,"$18,391 ","$3,566 ","$15,750 ",,"$11,615 ","$5,746 ","$14,881 ","$7,853 "
765,"$15,728 ","$19,261 ","$17,778 ",,"$16,947 ","$20,302 ","$14,169 ","$12,692 ",,"$12,271 "
766,"$13,736 ","$17,262 ","$16,227 ",,"$15,190 ","$15,176 ","$11,999 ","$9,489 ",,"$11,323 "
767,"$10,628 ","$16,202 ","$15,637 ",,"$15,202 ","$16,137 ","$16,576 ","$9,623 ",,"$8,886 "
768,,"$9,717 ","$20,413 ",,"$11,241 ",,"$9,963 ","$10,243 ",,
769,"$31,713 ","$39,948 ",,,"$25,916 ",,"$15,379 ","$16,598 ",,
770,"$10,508 ",,"$16,530 ",,"$14,070 ","$11,006 ","$9,478 ","$13,456 ",,"$12,188 "
774,"$10,133 ","$10,835 ","$13,039 ",,"$11,587 ","$10,084 ","$11,398 ","$7,188 ",,"$8,412 "
775,"$8,497 ","$10,485 ","$12,370 ",,"$11,058 ","$8,978 ","$10,092 ","$6,606 ",,"$7,655 "
776,"$8,645 ","$6,169 ","$10,657 ",,"$9,413 ","$12,626 ","$10,441 ","$9,448 ",,"$8,343 "
777,,,"$29,216 ",,"$28,771 ",,"$28,331 ",,"$10,764 ","$15,462 "
778,,"$4,113 ","$8,738 ",,,"$5,968 ","$3,913 ",,,"$2,779 "
779,"$10,030 ",,"$7,481 ",,,"$12,063 ","$11,607 ",,"$26,857 ","$14,800 "
781,"$9,738 ","$14,361 ","$10,905 ",,"$17,387 ","$15,167 ","$10,989 ","$8,901 ","$2,807 ","$10,866 "
782,"$13,897 ",,,,,,,"$2,856 ",,
789,"$4,165 ","$2,941 ","$2,773 ",,"$7,332 ","$4,767 ","$7,129 ","$2,807 ",,"$6,074 "
790,,,,,"$29,340 ",,"$39,207 ","$2,593 ",,"$16,509 "
791,"$4,399 ",,"$6,221 ",,"$13,800 ","$12,827 ","$21,564 ","$4,871 ",,"$16,039 "
792,"$3,609 ","$2,776 ","$5,177 ",,"$5,048 ","$12,509 ","$10,824 ","$3,907 ",,"$13,335 "
793,"$4,574 ","$5,030 ","$5,766 ",,"$8,171 ","$7,073 ","$8,991 ","$5,979 ",,"$20,346 "
794,"$3,346 ","$3,213 ","$5,100 ",,"$3,639 ","$6,486 ","$3,391 ","$3,651 ",,"$4,060 "
795,"$2,849 ","$2,653 ","$4,433 ",,"$3,052 ","$5,754 ","$2,276 ","$3,295 ",,"$2,044 "
799,"$131,180 ",,,,,,"$65,958 ","$47,269 ",,"$59,644 "
800,"$41,933 ",,"$32,981 ",,,"$52,958 ",,,,
801,"$30,198 ",,,,,,"$42,639 ",,,
802,"$15,898 ",,"$79,204 ",,"$40,421 ",,"$13,861 ",,,
803,"$29,536 ",,"$22,132 ","$14,911 ",,"$31,112 ",,,,
804,,,,"$18,638 ",,,,,,
808,"$34,423 ","$25,523 ","$39,640 ","$40,609 ","$30,119 ","$41,378 ","$25,221 ","$33,652 ","$10,705 ","$25,078 "
809,"$17,744 ","$12,633 ","$19,086 ","$21,642 ","$25,592 ","$26,263 ","$14,973 ","$16,644 ","$24,229 ","$20,529 "
810,"$8,006 ",,"$15,733 ","$29,034 ","$25,957 ",,"$18,072 ","$7,095 ","$13,194 ","$14,379 "
811,"$28,024 ","$16,916 ","$27,827 ","$35,478 ","$32,727 ","$35,592 ","$18,581 ","$18,527 ","$29,119 ","$22,585 "
812,"$15,675 ","$16,328 ","$18,205 ","$12,074 ","$18,472 ","$20,763 ","$14,559 ","$15,049 ","$15,890 ","$14,332 "
813,"$28,885 ","$11,750 ","$44,669 ","$42,830 ","$67,564 ","$29,926 ","$22,980 ","$59,180 ","$52,300 ","$26,146 "
814,"$17,284 ",,"$48,900 ","$9,753 ",,"$25,760 ","$29,490 ",,"$84,812 ","$17,119 "
815,"$5,050 ",,"$19,320 ","$34,978 ","$23,514 ","$11,751 ","$24,096 ","$17,455 ",,"$12,904 "
816,"$16,468 ",,"$13,066 ",,"$11,141 ","$43,735 ","$15,080 ","$10,336 ","$13,877 ","$11,481 "
817,,,,,,,,"$14,906 ",,
820,,,"$127,526 ","$129,578 ","$46,717 ","$109,112 ","$124,811 ",,,
821,"$91,466 ",,"$48,712 ","$35,383 ",,,,"$6,724 ",,
822,"$29,519 ",,"$37,394 ","$25,888 ","$154,456 ",,,,,
823,,"$21,751 ","$55,453 ",,"$154,765 ","$88,994 ","$71,836 ","$27,958 ","$43,316 ","$23,570 "
824,"$26,796 ",,"$48,019 ","$53,895 ",,"$39,708 ","$67,140 ",,"$237,355 ",
825,"$22,023 ",,"$27,389 ","$25,715 ","$21,163 ",,,,,
826,"$154,713 ",,"$103,782 ","$62,524 ",,"$102,964 ","$68,651 ",,,"$86,584 "
827,,,"$63,309 ","$51,124 ",,"$40,004 ",,"$35,999 ",,
828,,,"$60,770 ","$53,577 ",,,"$39,148 ",,,
829,"$103,989 ",,"$159,038 ","$78,019 ",,,"$49,506 ","$36,862 ",,
830,,,,"$23,111 ",,,,,,
834,"$21,439 ",,"$132,871 ","$72,173 ","$113,053 ",,"$33,682 ","$48,459 ","$32,956 ","$22,922 "
835,"$21,750 ","$12,723 ","$49,333 ","$41,797 ","$51,204 ","$43,211 ","$69,214 ","$8,272 ","$12,977 ","$15,060 "
836,"$11,531 ",,,"$52,877 ",,"$3,379 ",,,,
837,,,,"$91,881 ","$63,772 ",,,,"$30,352 ","$45,487 "
838,,,"$11,424 ","$36,319 ","$53,016 ",,,"$10,664 ",,"$19,215 "
839,,,"$7,125 ","$16,638 ","$16,129 ",,,,,"$23,372 "
840,"$43,548 ","$22,514 ","$47,242 ","$46,629 ","$122,665 ","$37,697 ","$52,376 ","$47,975 ","$21,238 ","$49,608 "
841,"$24,590 ",,"$25,061 ","$23,934 ","$33,920 ","$59,755 ","$24,662 ","$21,365 ","$31,295 ","$16,647 "
842,"$11,692 ","$17,679 ","$48,722 ","$32,628 ","$18,836 ","$24,715 ","$14,457 ",,"$15,593 ","$18,228 "
843,,,"$9,728 ","$36,574 ",,"$4,563 ","$12,197 ","$19,013 ",,"$13,287 "
844,"$19,233 ",,,"$15,986 ",,,"$10,733 ","$36,505 ","$21,224 ","$11,490 "
845,"$9,698 ",,"$2,872 ",,"$26,950 ",,,,,"$12,124 "
846,,,"$16,122 ","$112,999 ",,,"$27,533 ",,,"$31,857 "
847,"$18,516 ",,"$30,981 ","$20,444 ","$22,889 ","$27,628 ","$20,619 ","$18,297 ","$16,181 ","$34,836 "
848,"$17,668 ",,,"$10,338 ",,,,,,
849,,,,"$26,382 ","$24,657 ",,,,,
853,"$105,012 ","$77,352 ","$106,131 ","$92,465 ","$123,906 ","$68,684 ","$87,109 ","$68,499 ","$104,867 ","$74,751 "
854,"$41,784 ",,"$42,873 ","$33,590 ","$43,516 ","$30,888 ","$34,204 ","$26,704 ","$53,762 ","$35,274 "
855,,,"$40,850 ",,,"$16,440 ",,"$16,924 ",,"$12,522 "
856,"$73,333 ",,"$98,048 ",,"$97,964 ","$33,361 ","$62,390 ","$45,377 ","$55,473 ","$63,517 "
857,"$37,345 ","$29,421 ","$42,869 ","$22,923 ","$36,607 ","$33,871 ","$26,214 ","$26,093 ","$22,377 ","$19,722 "
858,"$8,629 ","$19,325 ","$64,740 ",,,,"$28,180 ","$15,229 ","$30,357 ","$7,231 "
862,"$22,867 ","$13,725 ","$33,001 ","$58,273 ","$40,415 ","$24,009 ","$34,270 ","$32,903 ","$24,947 ","$16,062 "
863,"$19,401 ",,"$15,107 ","$13,604 ","$29,688 ","$14,506 ","$18,970 ","$12,895 ","$10,873 ","$15,615 "
864,"$11,704 ","$13,339 ","$18,126 ","$13,801 ","$26,866 ",,"$12,797 ","$14,799 ","$7,049 ","$7,640 "
865,"$17,518 ",,"$30,124 ","$67,617 ","$13,911 ","$28,541 ","$12,978 ","$15,926 ",,"$12,033 "
866,"$10,143 ","$14,781 ","$21,768 ","$24,606 ","$19,082 ","$22,336 ","$11,700 ","$6,586 ","$3,605 ","$12,182 "
867,,,"$90,646 ","$42,737 ",,,"$29,298 ","$40,488 ",,"$7,290 "
868,"$14,332 ",,,,"$23,396 ","$25,484 ","$17,925 ","$16,418 ",,
869,,,,,"$8,595 ",,,,,"$10,980 "
870,"$122,567 ","$98,615 ","$106,329 ","$118,433 ","$150,348 ","$97,438 ","$108,811 ","$89,175 ","$109,801 ","$86,599 "
871,"$34,664 ","$28,799 ","$37,154 ","$37,527 ","$39,298 ","$33,396 ","$29,779 ","$26,733 ","$33,459 ","$27,314 "
872,"$20,896 ","$16,892 ","$19,213 ","$25,061 ","$24,003 ","$20,595 ","$16,858 ","$16,565 ","$15,326 ","$16,193 "
876,,,"$224,361 ",,"$23,990 ",,,,"$26,225 ",
880,"$15,953 ","$20,813 ","$15,201 ","$8,868 ","$23,981 ","$9,847 ","$17,206 ","$11,212 ","$16,942 ","$9,403 "
881,"$20,218 ",,"$11,969 ",,"$37,900 ","$11,605 ","$6,555 ","$13,315 ","$14,317 ","$10,209 "
882,"$24,170 ",,"$9,416 ",,$0 ,"$11,667 ","$18,743 ",,"$7,511 ","$8,748 "
883,,,,,"$34,090 ","$7,063 ",,,"$10,741 ","$10,736 "
884,"$18,814 ","$13,417 ","$16,900 ","$14,251 ","$44,800 ","$16,354 ","$14,921 ","$14,670 ","$23,050 ","$17,004 "
885,"$15,866 ","$9,056 ","$19,341 ",,"$32,343 ","$16,336 ","$17,182 ","$12,602 ","$20,677 ","$15,667 "
886,,,,,"$37,780 ","$9,669 ",,,,"$25,940 "
887,,,"$22,567 ",,,,"$13,565 ",,,
894,"$9,980 ","$14,965 ","$11,313 ",,"$12,502 ","$16,189 ","$16,466 ","$20,731 ","$6,126 ","$13,691 "
895,,,,,,,,,"$9,033 ",
896,"$28,035 ","$15,302 ","$30,854 ","$21,081 ","$40,051 ","$44,665 ","$22,298 ","$40,788 ","$24,971 ","$22,798 "
897,"$12,210 ","$15,122 ","$12,825 ","$4,689 ","$21,133 ","$17,901 ","$10,617 ","$18,367 ","$14,077 ","$11,840 "
901,"$158,344 ",,"$43,812 ",,"$169,679 ",,"$19,442 ","$49,457 ","$48,796 ",
902,"$22,797 ",,"$21,806 ",,"$32,938 ","$18,687 ","$25,709 ","$12,697 ",,"$37,724 "
903,"$17,631 ","$19,037 ",,,,,"$15,450 ",,,
904,"$66,612 ",,"$27,394 ",,"$89,659 ",,,,,
906,,,,,"$54,808 ",,"$71,120 ",,"$13,858 ","$12,157 "
907,"$78,692 ","$47,308 ","$87,558 ","$119,967 ","$82,243 ","$105,557 ","$76,882 ","$72,683 ","$140,806 ","$62,138 "
908,"$38,814 ","$35,133 ","$25,250 ","$33,813 ","$48,612 ",,"$46,934 ","$28,471 ","$36,610 ","$36,345 "
909,"$23,342 ","$17,001 ","$21,136 ","$15,767 ","$30,416 ","$21,341 ","$27,043 ","$15,321 ",,"$16,809 "
913,"$33,757 ","$56,216 ","$30,208 ",,"$8,150 ",,"$26,509 ",,"$27,705 ",
914,"$23,765 ","$15,071 ","$18,619 ",,"$14,586 ",,"$14,218 ","$15,132 ","$15,965 ","$30,502 "
915,"$36,364 ",,"$28,849 ","$15,281 ","$96,982 ","$41,966 ","$36,433 ",,"$23,815 ",
916,"$6,461 ","$15,454 ","$8,281 ",,"$18,430 ","$9,930 ","$15,131 ","$14,327 ","$4,949 ","$7,733 "
917,"$29,745 ","$22,607 ","$25,579 ","$13,600 ","$33,548 ","$32,574 ","$17,816 ","$28,985 ","$38,804 ","$22,144 "
918,"$12,084 ","$12,176 ","$12,982 ","$48,653 ","$16,159 ","$14,919 ","$12,794 ","$10,715 ","$12,887 ","$11,287 "
919,"$35,338 ","$13,871 ","$37,266 ","$127,092 ","$22,531 ","$36,292 ","$26,332 ","$31,747 ","$20,963 ","$33,147 "
920,"$22,115 ","$3,480 ","$19,220 ","$33,159 ","$27,130 ","$22,770 ","$16,636 ","$12,809 ","$9,950 ","$15,962 "
921,"$10,866 ",,"$21,127 ","$2,890 ","$26,850 ",,"$8,803 ","$11,562 ",,"$10,007 "
922,"$12,177 ",,"$30,537 ","$39,601 ","$14,979 ",,"$25,157 ","$17,810 ","$28,849 ","$20,832 "
923,"$24,410 ","$9,112 ","$23,918 ","$12,608 ",,,"$10,797 ","$14,966 ","$16,306 ","$15,876 "
928,,,,,,,,,"$55,656 ",
930,,,,,,,,"$10,830 ",,
934,,,,,,,"$13,621 ",,,
935,,"$15,101 ","$11,689 ",,"$11,376 ",,"$9,126 ",,,"$12,886 "
939,"$191,481 ",,"$134,289 ","$237,823 ","$46,569 ",,"$5,892 ",,"$44,057 ",
940,"$99,920 ",,"$18,851 ","$17,853 ",,,"$42,328 ","$37,539 ","$57,528 ","$36,588 "
941,"$24,505 ",,,,,,,"$37,128 ",,
945,,,,,,"$30,962 ",,"$33,559 ",,
946,,,,,,"$29,898 ",,"$34,269 ",,
947,"$27,460 ","$9,451 ","$29,496 ","$19,675 ","$15,584 ","$4,820 ","$18,054 ","$12,428 ","$32,225 ","$18,418 "
948,"$19,793 ","$12,763 ","$16,538 ","$17,939 ","$13,948 ","$15,427 ","$15,420 ","$13,995 ","$13,833 ","$12,699 "
949,"$34,701 ",,"$42,275 ",,"$29,199 ","$35,845 ","$11,682 ","$33,819 ","$36,920 ","$19,550 "
950,"$27,722 ",,"$36,133 ",,,"$22,939 ","$5,879 ","$1,301 ",,
951,"$3,954 ","$2,856 ","$3,381 ",$634 ,"$4,549 ","$2,613 ","$4,795 ","$3,790 ","$5,360 ","$3,636 "
955,"$78,325 ",,"$336,881 ",,,"$74,238 ","$80,160 ","$58,829 ","$129,348 ",
956,"$74,151 ","$31,784 ","$88,184 ",,"$90,175 ","$56,763 ","$108,579 ","$55,085 ","$103,506 ","$45,585 "
957,,,,,,"$133,653 ","$137,283 ","$90,510 ","$114,798 ",
958,"$61,188 ",,"$135,622 ",,,"$61,564 ","$99,713 ","$53,085 ","$63,979 ","$40,715 "
959,,,,,,,,"$68,170 ","$21,872 ",
963,"$43,249 ",,"$97,439 ",,,"$44,345 ","$49,189 ","$36,690 ","$47,636 ",
964,"$26,293 ",,"$35,764 ",,"$42,482 ","$23,970 ","$25,735 ","$24,284 ","$33,468 ","$20,241 "
965,"$12,875 ",,"$30,714 ",,,"$11,402 ","$26,039 ","$19,525 ","$27,714 ",
969,,,,"$112,972 ",,,,,,
974,,,"$70,901 ","$80,009 ","$27,348 ","$37,351 ","$32,826 ",,"$26,800 ",
975,,,"$20,526 ","$22,996 ","$29,654 ","$46,788 ","$17,827 ",,"$29,976 ","$22,169 "
976,,,,,,"$17,366 ","$15,600 ",,"$21,805 ","$40,079 "
977,,,"$78,000 ","$30,215 ",,"$33,957 ",,,,
981,"$95,586 ","$42,209 ","$102,460 ","$50,776 ","$104,744 ","$95,192 ","$72,858 ","$48,043 ","$74,379 ","$47,874 "
982,"$56,169 ",,"$64,119 ","$42,898 ","$50,955 ","$39,442 ","$40,586 ","$43,441 ","$43,980 ","$45,394 "
983,"$45,496 ","$18,754 ","$49,445 ","$26,386 ","$39,289 ","$57,841 ","$28,664 ","$22,885 ","$28,523 ","$13,309 "
987,"$111,240 ","$43,779 ","$89,423 ","$165,210 ","$109,281 ","$54,503 ","$59,641 ","$30,743 ","$75,843 ","$58,616 "
988,"$35,624 ",,"$39,514 ","$59,903 ","$25,936 ","$36,742 ","$41,004 ","$21,152 ","$53,632 ","$25,546 "
989,"$18,618 ","$41,653 ","$19,347 ","$18,534 ","$29,716 ","$24,160 ","$24,769 ","$32,581 ","$22,877 ","$21,941 "
999,,,,"$31,433 ",,,,,"$5,771 ",
